# t(s) nu(Hz) Fnu(mJy) eFnu(mJy) upperlimit Instrument
3.053376000000e+06 1.500000000000e+09 4.400000000000e-02 1.000000000000e-02 0.0 VLA
3.398976000000e+06 1.500000000000e+10 0.000000000000e+00 4.800000000000e-03 3.0 VLA
3.996864000000e+06 3.000000000000e+09 4.400000000000e-02 4.000000000000e-03 0.0 VLA
4.601664000000e+06 6.000000000000e+09 3.200000000000e-02 4.000000000000e-03 0.0 VLA
4.688928000000e+06 3.000000000000e+09 4.800000000000e-02 6.000000000000e-03 0.0 VLA
4.943808000000e+06 3.000000000000e+09 6.100000000000e-02 9.000000000000e-03 0.0 VLA
5.628096000000e+06 6.100000000000e+08 1.170000000000e-01 4.200000000000e-02 0.0 GMRT
5.802624000000e+06 6.000000000000e+09 4.260000000000e-02 4.100000000000e-03 0.0 VLA
6.238080000000e+06 4.500000000000e+09 5.460000000000e-02 5.500000000000e-03 0.0 VLA
7.948800000000e+06 5.500000000000e+09 4.900000000000e-02 8.000000000000e-03 0.0 ATCA
7.948800000000e+06 9.000000000000e+09 2.100000000000e-02 7.000000000000e-03 0.0 ATCA
8.041248000000e+06 1.600000000000e+09 9.900000000000e-02 2.000000000000e-02 0.0 VLA
8.046432000000e+06 3.000000000000e+09 7.000000000000e-02 5.700000000000e-03 0.0 VLA
8.051616000000e+06 1.500000000000e+10 1.860000000000e-02 3.100000000000e-03 0.0 VLA
